"dataelementUID","period","orgUnitUID","categoryOptionComboUID","ImplementingMechanismUID","dataValue",,
"JxBTk0UYjjf","2017","Abx1zrqutJ6","BXVSBShabAV","AvKGVOKhI0t","60",,
"JxBTk0UYjjf","2017","Abx1zrqutJ6","fKutkl1woOh","AvKGVOKhI0t","27",,
"JxBTk0UYjjf","2017","Abx1zrqutJ6","wzERTiClETp","AvKGVOKhI0t","60",,
"JxBTk0UYjjf","2017","Abx1zrqutJ6","VJLbRW6R553","AvKGVOKhI0t","27",,
"JxBTk0UYjjf","2017","Abx1zrqutJ6","GWDE9M05Fyf","AvKGVOKhI0t","11",,
"JxBTk0UYjjf","2017","Abx1zrqutJ6","yboc4U6mh3p","AvKGVOKhI0t","10",,
"bhZUgdZZHMq","2017","WdXqR4s4oYz","Gm6B7Z9Tbxs","AvKGVOKhI0t","1",,
"bhZUgdZZHMq","2017","WdXqR4s4oYz","xP7pDf7Dsya","AvKGVOKhI0t","10",,
"JxBTk0UYjjf","2017","WdXqR4s4oYz","cYxMZbJKie1","AvKGVOKhI0t","5",,
"JxBTk0UYjjf","2017","WdXqR4s4oYz","KLEhX0pJjLD","AvKGVOKhI0t","5",,
"JxBTk0UYjjf","2017","WdXqR4s4oYz","p9ngKMI1HlP","AvKGVOKhI0t","7",,
"JxBTk0UYjjf","2017","WdXqR4s4oYz","ICQVBpakGjE","AvKGVOKhI0t","4",,
"JxBTk0UYjjf","2017","WdXqR4s4oYz","LXuJtbiUk7o","AvKGVOKhI0t","21",,
"JxBTk0UYjjf","2017","WdXqR4s4oYz","R54ocOMuaZA","AvKGVOKhI0t","4",,
"JxBTk0UYjjf","2017","WdXqR4s4oYz","CuAKN91lKD6","AvKGVOKhI0t","196",,
"JxBTk0UYjjf","2017","WdXqR4s4oYz","MEQrzTnlr9a","AvKGVOKhI0t","89",,
"JxBTk0UYjjf","2017","WdXqR4s4oYz","VVHFpTkvtp2","AvKGVOKhI0t","196",,
"JxBTk0UYjjf","2017","WdXqR4s4oYz","FtKeuScH4zG","AvKGVOKhI0t","89",,
"JxBTk0UYjjf","2017","WdXqR4s4oYz","BXVSBShabAV","AvKGVOKhI0t","196",,
"JxBTk0UYjjf","2017","WdXqR4s4oYz","fKutkl1woOh","AvKGVOKhI0t","89",,
"JxBTk0UYjjf","2017","WdXqR4s4oYz","wzERTiClETp","AvKGVOKhI0t","196",,
"JxBTk0UYjjf","2017","WdXqR4s4oYz","VJLbRW6R553","AvKGVOKhI0t","89",,
"JxBTk0UYjjf","2017","WdXqR4s4oYz","GWDE9M05Fyf","AvKGVOKhI0t","36",,
"JxBTk0UYjjf","2017","WdXqR4s4oYz","yboc4U6mh3p","AvKGVOKhI0t","30",,
"bhZUgdZZHMq","2017","F9LuSdEmFEE","Gm6B7Z9Tbxs","AvKGVOKhI0t","0",,
"bhZUgdZZHMq","2017","F9LuSdEmFEE","xP7pDf7Dsya","AvKGVOKhI0t","0",,
"JxBTk0UYjjf","2017","F9LuSdEmFEE","cYxMZbJKie1","AvKGVOKhI0t","0",,
"JxBTk0UYjjf","2017","F9LuSdEmFEE","KLEhX0pJjLD","AvKGVOKhI0t","2",,
"JxBTk0UYjjf","2017","F9LuSdEmFEE","p9ngKMI1HlP","AvKGVOKhI0t","4",,
"JxBTk0UYjjf","2017","F9LuSdEmFEE","ICQVBpakGjE","AvKGVOKhI0t","2",,
"JxBTk0UYjjf","2017","F9LuSdEmFEE","LXuJtbiUk7o","AvKGVOKhI0t","12",,
"JxBTk0UYjjf","2017","F9LuSdEmFEE","R54ocOMuaZA","AvKGVOKhI0t","2",,
"JxBTk0UYjjf","2017","F9LuSdEmFEE","CuAKN91lKD6","AvKGVOKhI0t","109",,
"JxBTk0UYjjf","2017","F9LuSdEmFEE","MEQrzTnlr9a","AvKGVOKhI0t","50",,
"JxBTk0UYjjf","2017","F9LuSdEmFEE","VVHFpTkvtp2","AvKGVOKhI0t","109",,
"JxBTk0UYjjf","2017","F9LuSdEmFEE","FtKeuScH4zG","AvKGVOKhI0t","50",,
"JxBTk0UYjjf","2017","F9LuSdEmFEE","BXVSBShabAV","AvKGVOKhI0t","109",,
"JxBTk0UYjjf","2017","F9LuSdEmFEE","fKutkl1woOh","AvKGVOKhI0t","50",,
"JxBTk0UYjjf","2017","F9LuSdEmFEE","wzERTiClETp","AvKGVOKhI0t","109",,
"JxBTk0UYjjf","2017","F9LuSdEmFEE","VJLbRW6R553","AvKGVOKhI0t","50",,
"JxBTk0UYjjf","2017","F9LuSdEmFEE","GWDE9M05Fyf","AvKGVOKhI0t","20",,
"JxBTk0UYjjf","2017","F9LuSdEmFEE","yboc4U6mh3p","AvKGVOKhI0t","17",,
"bhZUgdZZHMq","2017","K7MbyOwY6BH","Gm6B7Z9Tbxs","KOoyurqK0Uf","1",,
"bhZUgdZZHMq","2017","K7MbyOwY6BH","xP7pDf7Dsya","KOoyurqK0Uf","12",,
"JxBTk0UYjjf","2017","K7MbyOwY6BH","cYxMZbJKie1","KOoyurqK0Uf","5",,
"JxBTk0UYjjf","2017","K7MbyOwY6BH","KLEhX0pJjLD","KOoyurqK0Uf","4",,
"JxBTk0UYjjf","2017","K7MbyOwY6BH","p9ngKMI1HlP","KOoyurqK0Uf","6",,
"JxBTk0UYjjf","2017","K7MbyOwY6BH","ICQVBpakGjE","KOoyurqK0Uf","3",,
"JxBTk0UYjjf","2017","K7MbyOwY6BH","LXuJtbiUk7o","KOoyurqK0Uf","19",,
"JxBTk0UYjjf","2017","K7MbyOwY6BH","R54ocOMuaZA","KOoyurqK0Uf","3",,
"JxBTk0UYjjf","2017","K7MbyOwY6BH","CuAKN91lKD6","KOoyurqK0Uf","177",,
"JxBTk0UYjjf","2017","K7MbyOwY6BH","MEQrzTnlr9a","KOoyurqK0Uf","81",,
"JxBTk0UYjjf","2017","K7MbyOwY6BH","VVHFpTkvtp2","KOoyurqK0Uf","177",,
"JxBTk0UYjjf","2017","K7MbyOwY6BH","FtKeuScH4zG","KOoyurqK0Uf","81",,
"JxBTk0UYjjf","2017","K7MbyOwY6BH","BXVSBShabAV","KOoyurqK0Uf","177",,
"JxBTk0UYjjf","2017","K7MbyOwY6BH","fKutkl1woOh","KOoyurqK0Uf","81",,
"JxBTk0UYjjf","2017","K7MbyOwY6BH","wzERTiClETp","KOoyurqK0Uf","177",,
"JxBTk0UYjjf","2017","K7MbyOwY6BH","VJLbRW6R553","KOoyurqK0Uf","81",,
"JxBTk0UYjjf","2017","K7MbyOwY6BH","GWDE9M05Fyf","KOoyurqK0Uf","33",,
"JxBTk0UYjjf","2017","K7MbyOwY6BH","yboc4U6mh3p","KOoyurqK0Uf","28",,
"bhZUgdZZHMq","2017","PNrZ6dCwfLs","Gm6B7Z9Tbxs","H3XczdtGIO5","0",,
"bhZUgdZZHMq","2017","PNrZ6dCwfLs","xP7pDf7Dsya","H3XczdtGIO5","7",,
"JxBTk0UYjjf","2017","PNrZ6dCwfLs","cYxMZbJKie1","H3XczdtGIO5","3",,
"JxBTk0UYjjf","2017","PNrZ6dCwfLs","KLEhX0pJjLD","H3XczdtGIO5","2",,
"JxBTk0UYjjf","2017","PNrZ6dCwfLs","p9ngKMI1HlP","H3XczdtGIO5","2",,
"JxBTk0UYjjf","2017","PNrZ6dCwfLs","ICQVBpakGjE","H3XczdtGIO5","1",,
"JxBTk0UYjjf","2017","PNrZ6dCwfLs","LXuJtbiUk7o","H3XczdtGIO5","5",,
"JxBTk0UYjjf","2017","PNrZ6dCwfLs","R54ocOMuaZA","H3XczdtGIO5","1",,
"JxBTk0UYjjf","2017","PNrZ6dCwfLs","CuAKN91lKD6","H3XczdtGIO5","51",,
"JxBTk0UYjjf","2017","PNrZ6dCwfLs","MEQrzTnlr9a","H3XczdtGIO5","23",,
"JxBTk0UYjjf","2017","PNrZ6dCwfLs","VVHFpTkvtp2","H3XczdtGIO5","51",,
"JxBTk0UYjjf","2017","PNrZ6dCwfLs","FtKeuScH4zG","H3XczdtGIO5","23",,
"JxBTk0UYjjf","2017","PNrZ6dCwfLs","BXVSBShabAV","H3XczdtGIO5","51",,
"JxBTk0UYjjf","2017","PNrZ6dCwfLs","fKutkl1woOh","H3XczdtGIO5","23",,
"JxBTk0UYjjf","2017","PNrZ6dCwfLs","wzERTiClETp","H3XczdtGIO5","51",,
"JxBTk0UYjjf","2017","PNrZ6dCwfLs","VJLbRW6R553","H3XczdtGIO5","23",,
"JxBTk0UYjjf","2017","PNrZ6dCwfLs","GWDE9M05Fyf","H3XczdtGIO5","9",,
"JxBTk0UYjjf","2017","PNrZ6dCwfLs","yboc4U6mh3p","H3XczdtGIO5","8",,
"bhZUgdZZHMq","2017","qJwEgqDnkAC","Gm6B7Z9Tbxs","AvKGVOKhI0t","4",,
"bhZUgdZZHMq","2017","qJwEgqDnkAC","xP7pDf7Dsya","AvKGVOKhI0t","61",,
"JxBTk0UYjjf","2017","qJwEgqDnkAC","cYxMZbJKie1","AvKGVOKhI0t","25",,
"JxBTk0UYjjf","2017","qJwEgqDnkAC","KLEhX0pJjLD","AvKGVOKhI0t","22",,
"JxBTk0UYjjf","2017","qJwEgqDnkAC","p9ngKMI1HlP","AvKGVOKhI0t","28",,
"JxBTk0UYjjf","2017","qJwEgqDnkAC","ICQVBpakGjE","AvKGVOKhI0t","15",,
"JxBTk0UYjjf","2017","qJwEgqDnkAC","LXuJtbiUk7o","AvKGVOKhI0t","85",,
"JxBTk0UYjjf","2017","qJwEgqDnkAC","R54ocOMuaZA","AvKGVOKhI0t","15",,
"JxBTk0UYjjf","2017","qJwEgqDnkAC","CuAKN91lKD6","AvKGVOKhI0t","811",,
"JxBTk0UYjjf","2017","qJwEgqDnkAC","MEQrzTnlr9a","AvKGVOKhI0t","370",,
"JxBTk0UYjjf","2017","qJwEgqDnkAC","VVHFpTkvtp2","AvKGVOKhI0t","811",,
"JxBTk0UYjjf","2017","qJwEgqDnkAC","FtKeuScH4zG","AvKGVOKhI0t","370",,
"JxBTk0UYjjf","2017","qJwEgqDnkAC","BXVSBShabAV","AvKGVOKhI0t","811",,
"JxBTk0UYjjf","2017","qJwEgqDnkAC","fKutkl1woOh","AvKGVOKhI0t","370",,
"JxBTk0UYjjf","2017","qJwEgqDnkAC","wzERTiClETp","AvKGVOKhI0t","811",,
"JxBTk0UYjjf","2017","qJwEgqDnkAC","VJLbRW6R553","AvKGVOKhI0t","370",,
"JxBTk0UYjjf","2017","qJwEgqDnkAC","GWDE9M05Fyf","AvKGVOKhI0t","149",,
"JxBTk0UYjjf","2017","qJwEgqDnkAC","yboc4U6mh3p","AvKGVOKhI0t","128",,
"bhZUgdZZHMq","2017","kuBecESrd0Y","Gm6B7Z9Tbxs","gkwPuCgNWty","1",,
"bhZUgdZZHMq","2017","kuBecESrd0Y","xP7pDf7Dsya","gkwPuCgNWty","17",,
"JxBTk0UYjjf","2017","kuBecESrd0Y","cYxMZbJKie1","gkwPuCgNWty","7",,
"JxBTk0UYjjf","2017","kuBecESrd0Y","KLEhX0pJjLD","gkwPuCgNWty","7",,
"JxBTk0UYjjf","2017","kuBecESrd0Y","p9ngKMI1HlP","gkwPuCgNWty","6",,
"JxBTk0UYjjf","2017","kuBecESrd0Y","ICQVBpakGjE","gkwPuCgNWty","3",,
"JxBTk0UYjjf","2017","kuBecESrd0Y","LXuJtbiUk7o","gkwPuCgNWty","19",,
"JxBTk0UYjjf","2017","kuBecESrd0Y","R54ocOMuaZA","gkwPuCgNWty","3",,
"JxBTk0UYjjf","2017","kuBecESrd0Y","CuAKN91lKD6","gkwPuCgNWty","184",,
"JxBTk0UYjjf","2017","kuBecESrd0Y","MEQrzTnlr9a","gkwPuCgNWty","84",,
"JxBTk0UYjjf","2017","kuBecESrd0Y","VVHFpTkvtp2","gkwPuCgNWty","184",,
"JxBTk0UYjjf","2017","kuBecESrd0Y","FtKeuScH4zG","gkwPuCgNWty","84",,
"JxBTk0UYjjf","2017","kuBecESrd0Y","BXVSBShabAV","gkwPuCgNWty","184",,
"JxBTk0UYjjf","2017","kuBecESrd0Y","fKutkl1woOh","gkwPuCgNWty","84",,
"JxBTk0UYjjf","2017","kuBecESrd0Y","wzERTiClETp","gkwPuCgNWty","184",,
"JxBTk0UYjjf","2017","kuBecESrd0Y","VJLbRW6R553","gkwPuCgNWty","84",,
"JxBTk0UYjjf","2017","kuBecESrd0Y","GWDE9M05Fyf","gkwPuCgNWty","34",,
"JxBTk0UYjjf","2017","kuBecESrd0Y","yboc4U6mh3p","gkwPuCgNWty","30",,
"bhZUgdZZHMq","2017","IoqOztEzEQu","Gm6B7Z9Tbxs","ynuaDsLQ9eU","1",,
"bhZUgdZZHMq","2017","IoqOztEzEQu","xP7pDf7Dsya","ynuaDsLQ9eU","9",,
"JxBTk0UYjjf","2017","IoqOztEzEQu","cYxMZbJKie1","ynuaDsLQ9eU","4",,
"JxBTk0UYjjf","2017","IoqOztEzEQu","KLEhX0pJjLD","ynuaDsLQ9eU","4",,
"JxBTk0UYjjf","2017","IoqOztEzEQu","p9ngKMI1HlP","ynuaDsLQ9eU","5",,
"JxBTk0UYjjf","2017","IoqOztEzEQu","ICQVBpakGjE","ynuaDsLQ9eU","3",,
"JxBTk0UYjjf","2017","IoqOztEzEQu","LXuJtbiUk7o","ynuaDsLQ9eU","16",,
"JxBTk0UYjjf","2017","IoqOztEzEQu","R54ocOMuaZA","ynuaDsLQ9eU","3",,
"JxBTk0UYjjf","2017","IoqOztEzEQu","CuAKN91lKD6","ynuaDsLQ9eU","149",,
"JxBTk0UYjjf","2017","IoqOztEzEQu","MEQrzTnlr9a","ynuaDsLQ9eU","68",,
"JxBTk0UYjjf","2017","IoqOztEzEQu","VVHFpTkvtp2","ynuaDsLQ9eU","149",,
"JxBTk0UYjjf","2017","IoqOztEzEQu","FtKeuScH4zG","ynuaDsLQ9eU","68",,
"JxBTk0UYjjf","2017","IoqOztEzEQu","BXVSBShabAV","ynuaDsLQ9eU","149",,
"JxBTk0UYjjf","2017","IoqOztEzEQu","fKutkl1woOh","ynuaDsLQ9eU","68",,
"JxBTk0UYjjf","2017","IoqOztEzEQu","wzERTiClETp","ynuaDsLQ9eU","149",,
"JxBTk0UYjjf","2017","IoqOztEzEQu","VJLbRW6R553","ynuaDsLQ9eU","68",,
"JxBTk0UYjjf","2017","IoqOztEzEQu","GWDE9M05Fyf","ynuaDsLQ9eU","27",,
"JxBTk0UYjjf","2017","IoqOztEzEQu","yboc4U6mh3p","ynuaDsLQ9eU","24",,
"bhZUgdZZHMq","2017","PtapijBoEPe","Gm6B7Z9Tbxs","ynuaDsLQ9eU","1",,
"bhZUgdZZHMq","2017","PtapijBoEPe","xP7pDf7Dsya","ynuaDsLQ9eU","17",,
"JxBTk0UYjjf","2017","PtapijBoEPe","cYxMZbJKie1","ynuaDsLQ9eU","7",,
"JxBTk0UYjjf","2017","PtapijBoEPe","KLEhX0pJjLD","ynuaDsLQ9eU","7",,
"JxBTk0UYjjf","2017","PtapijBoEPe","p9ngKMI1HlP","ynuaDsLQ9eU","9",,
"JxBTk0UYjjf","2017","PtapijBoEPe","ICQVBpakGjE","ynuaDsLQ9eU","5",,
"JxBTk0UYjjf","2017","PtapijBoEPe","LXuJtbiUk7o","ynuaDsLQ9eU","28",,
"JxBTk0UYjjf","2017","PtapijBoEPe","R54ocOMuaZA","ynuaDsLQ9eU","5",,
"JxBTk0UYjjf","2017","PtapijBoEPe","CuAKN91lKD6","ynuaDsLQ9eU","267",,
"JxBTk0UYjjf","2017","PtapijBoEPe","MEQrzTnlr9a","ynuaDsLQ9eU","122",,
"JxBTk0UYjjf","2017","PtapijBoEPe","VVHFpTkvtp2","ynuaDsLQ9eU","267",,
"JxBTk0UYjjf","2017","PtapijBoEPe","FtKeuScH4zG","ynuaDsLQ9eU","122",,
"JxBTk0UYjjf","2017","PtapijBoEPe","BXVSBShabAV","ynuaDsLQ9eU","267",,
"JxBTk0UYjjf","2017","PtapijBoEPe","fKutkl1woOh","ynuaDsLQ9eU","122",,
"JxBTk0UYjjf","2017","PtapijBoEPe","wzERTiClETp","ynuaDsLQ9eU","267",,
"JxBTk0UYjjf","2017","PtapijBoEPe","VJLbRW6R553","ynuaDsLQ9eU","122",,
"JxBTk0UYjjf","2017","PtapijBoEPe","GWDE9M05Fyf","ynuaDsLQ9eU","49",,
"JxBTk0UYjjf","2017","PtapijBoEPe","yboc4U6mh3p","ynuaDsLQ9eU","43",,
"bhZUgdZZHMq","2017","yLorzTZpbmc","Gm6B7Z9Tbxs","AvKGVOKhI0t","1",,
"bhZUgdZZHMq","2017","yLorzTZpbmc","xP7pDf7Dsya","AvKGVOKhI0t","21",,
"JxBTk0UYjjf","2017","yLorzTZpbmc","cYxMZbJKie1","AvKGVOKhI0t","8",,
"JxBTk0UYjjf","2017","yLorzTZpbmc","KLEhX0pJjLD","AvKGVOKhI0t","8",,
"JxBTk0UYjjf","2017","yLorzTZpbmc","p9ngKMI1HlP","AvKGVOKhI0t","7",,
"JxBTk0UYjjf","2017","yLorzTZpbmc","ICQVBpakGjE","AvKGVOKhI0t","4",,
"JxBTk0UYjjf","2017","yLorzTZpbmc","LXuJtbiUk7o","AvKGVOKhI0t","22",,
"JxBTk0UYjjf","2017","yLorzTZpbmc","R54ocOMuaZA","AvKGVOKhI0t","4",,
"JxBTk0UYjjf","2017","yLorzTZpbmc","CuAKN91lKD6","AvKGVOKhI0t","207",,
"JxBTk0UYjjf","2017","yLorzTZpbmc","MEQrzTnlr9a","AvKGVOKhI0t","94",,
"JxBTk0UYjjf","2017","yLorzTZpbmc","VVHFpTkvtp2","AvKGVOKhI0t","207",,
"JxBTk0UYjjf","2017","yLorzTZpbmc","FtKeuScH4zG","AvKGVOKhI0t","94",,
"JxBTk0UYjjf","2017","yLorzTZpbmc","BXVSBShabAV","AvKGVOKhI0t","207",,
"JxBTk0UYjjf","2017","yLorzTZpbmc","fKutkl1woOh","AvKGVOKhI0t","94",,
"JxBTk0UYjjf","2017","yLorzTZpbmc","wzERTiClETp","AvKGVOKhI0t","207",,
"JxBTk0UYjjf","2017","yLorzTZpbmc","VJLbRW6R553","AvKGVOKhI0t","94",,
"JxBTk0UYjjf","2017","yLorzTZpbmc","GWDE9M05Fyf","AvKGVOKhI0t","38",,
"JxBTk0UYjjf","2017","yLorzTZpbmc","yboc4U6mh3p","AvKGVOKhI0t","32",,
"bhZUgdZZHMq","2017","o8qbdITAWcU","Gm6B7Z9Tbxs","NbvMUkJmS5N","5",,
"bhZUgdZZHMq","2017","o8qbdITAWcU","xP7pDf7Dsya","NbvMUkJmS5N","70",,
"JxBTk0UYjjf","2017","o8qbdITAWcU","cYxMZbJKie1","NbvMUkJmS5N","28",,
"JxBTk0UYjjf","2017","o8qbdITAWcU","KLEhX0pJjLD","NbvMUkJmS5N","25",,
"JxBTk0UYjjf","2017","o8qbdITAWcU","p9ngKMI1HlP","NbvMUkJmS5N","41",,
"JxBTk0UYjjf","2017","o8qbdITAWcU","ICQVBpakGjE","NbvMUkJmS5N","22",,
"JxBTk0UYjjf","2017","o8qbdITAWcU","LXuJtbiUk7o","NbvMUkJmS5N","127",,
"JxBTk0UYjjf","2017","o8qbdITAWcU","R54ocOMuaZA","NbvMUkJmS5N","23",,
"JxBTk0UYjjf","2017","o8qbdITAWcU","CuAKN91lKD6","NbvMUkJmS5N","1209",,
"JxBTk0UYjjf","2017","o8qbdITAWcU","MEQrzTnlr9a","NbvMUkJmS5N","552",,
"JxBTk0UYjjf","2017","o8qbdITAWcU","VVHFpTkvtp2","NbvMUkJmS5N","1209",,
"JxBTk0UYjjf","2017","o8qbdITAWcU","FtKeuScH4zG","NbvMUkJmS5N","552",,
"JxBTk0UYjjf","2017","o8qbdITAWcU","BXVSBShabAV","NbvMUkJmS5N","1209",,
"JxBTk0UYjjf","2017","o8qbdITAWcU","fKutkl1woOh","NbvMUkJmS5N","552",,
"JxBTk0UYjjf","2017","o8qbdITAWcU","wzERTiClETp","NbvMUkJmS5N","1209",,
"JxBTk0UYjjf","2017","o8qbdITAWcU","VJLbRW6R553","NbvMUkJmS5N","552",,
"JxBTk0UYjjf","2017","o8qbdITAWcU","GWDE9M05Fyf","NbvMUkJmS5N","222",,
"JxBTk0UYjjf","2017","o8qbdITAWcU","yboc4U6mh3p","NbvMUkJmS5N","191",,
"bhZUgdZZHMq","2017","CHWDHwHN1da","Gm6B7Z9Tbxs","IpcHlwXHAL4","1",,
"bhZUgdZZHMq","2017","CHWDHwHN1da","xP7pDf7Dsya","IpcHlwXHAL4","18",,
"JxBTk0UYjjf","2017","CHWDHwHN1da","cYxMZbJKie1","IpcHlwXHAL4","8",,
"JxBTk0UYjjf","2017","CHWDHwHN1da","KLEhX0pJjLD","IpcHlwXHAL4","7",,
"JxBTk0UYjjf","2017","CHWDHwHN1da","p9ngKMI1HlP","IpcHlwXHAL4","6",,
"JxBTk0UYjjf","2017","CHWDHwHN1da","ICQVBpakGjE","IpcHlwXHAL4","3",,
"JxBTk0UYjjf","2017","CHWDHwHN1da","LXuJtbiUk7o","IpcHlwXHAL4","20",,
"JxBTk0UYjjf","2017","CHWDHwHN1da","R54ocOMuaZA","IpcHlwXHAL4","4",,
"JxBTk0UYjjf","2017","CHWDHwHN1da","CuAKN91lKD6","IpcHlwXHAL4","187",,
"JxBTk0UYjjf","2017","CHWDHwHN1da","MEQrzTnlr9a","IpcHlwXHAL4","86",,
"JxBTk0UYjjf","2017","CHWDHwHN1da","VVHFpTkvtp2","IpcHlwXHAL4","187",,
"JxBTk0UYjjf","2017","CHWDHwHN1da","FtKeuScH4zG","IpcHlwXHAL4","86",,
"JxBTk0UYjjf","2017","CHWDHwHN1da","BXVSBShabAV","IpcHlwXHAL4","187",,
"JxBTk0UYjjf","2017","CHWDHwHN1da","fKutkl1woOh","IpcHlwXHAL4","86",,
"JxBTk0UYjjf","2017","CHWDHwHN1da","wzERTiClETp","IpcHlwXHAL4","187",,
"JxBTk0UYjjf","2017","CHWDHwHN1da","VJLbRW6R553","IpcHlwXHAL4","86",,
"JxBTk0UYjjf","2017","CHWDHwHN1da","GWDE9M05Fyf","IpcHlwXHAL4","34",,
"JxBTk0UYjjf","2017","CHWDHwHN1da","yboc4U6mh3p","IpcHlwXHAL4","30",,
"bhZUgdZZHMq","2017","PyZLFJ4lYf1","Gm6B7Z9Tbxs","AvKGVOKhI0t","1",,
"bhZUgdZZHMq","2017","PyZLFJ4lYf1","xP7pDf7Dsya","AvKGVOKhI0t","20",,
"JxBTk0UYjjf","2017","PyZLFJ4lYf1","cYxMZbJKie1","AvKGVOKhI0t","8",,
"JxBTk0UYjjf","2017","PyZLFJ4lYf1","KLEhX0pJjLD","AvKGVOKhI0t","8",,
"JxBTk0UYjjf","2017","PyZLFJ4lYf1","p9ngKMI1HlP","AvKGVOKhI0t","6",,
"JxBTk0UYjjf","2017","PyZLFJ4lYf1","ICQVBpakGjE","AvKGVOKhI0t","3",,
"JxBTk0UYjjf","2017","PyZLFJ4lYf1","LXuJtbiUk7o","AvKGVOKhI0t","20",,
"JxBTk0UYjjf","2017","PyZLFJ4lYf1","R54ocOMuaZA","AvKGVOKhI0t","4",,
"JxBTk0UYjjf","2017","PyZLFJ4lYf1","CuAKN91lKD6","AvKGVOKhI0t","189",,
"JxBTk0UYjjf","2017","PyZLFJ4lYf1","MEQrzTnlr9a","AvKGVOKhI0t","86",,
"JxBTk0UYjjf","2017","PyZLFJ4lYf1","VVHFpTkvtp2","AvKGVOKhI0t","189",,
"JxBTk0UYjjf","2017","PyZLFJ4lYf1","FtKeuScH4zG","AvKGVOKhI0t","86",,
"JxBTk0UYjjf","2017","PyZLFJ4lYf1","BXVSBShabAV","AvKGVOKhI0t","189",,
"JxBTk0UYjjf","2017","PyZLFJ4lYf1","fKutkl1woOh","AvKGVOKhI0t","86",,
"JxBTk0UYjjf","2017","PyZLFJ4lYf1","wzERTiClETp","AvKGVOKhI0t","189",,
"JxBTk0UYjjf","2017","PyZLFJ4lYf1","VJLbRW6R553","AvKGVOKhI0t","86",,
"JxBTk0UYjjf","2017","PyZLFJ4lYf1","GWDE9M05Fyf","AvKGVOKhI0t","35",,
"JxBTk0UYjjf","2017","PyZLFJ4lYf1","yboc4U6mh3p","AvKGVOKhI0t","30",,
"bhZUgdZZHMq","2017","rsvp3dkcgmQ","Gm6B7Z9Tbxs","ynuaDsLQ9eU","1",,
"bhZUgdZZHMq","2017","rsvp3dkcgmQ","xP7pDf7Dsya","ynuaDsLQ9eU","9",,
"JxBTk0UYjjf","2017","rsvp3dkcgmQ","cYxMZbJKie1","ynuaDsLQ9eU","4",,
"JxBTk0UYjjf","2017","rsvp3dkcgmQ","KLEhX0pJjLD","ynuaDsLQ9eU","4",,
"JxBTk0UYjjf","2017","rsvp3dkcgmQ","p9ngKMI1HlP","ynuaDsLQ9eU","7",,
"JxBTk0UYjjf","2017","rsvp3dkcgmQ","ICQVBpakGjE","ynuaDsLQ9eU","4",,
"JxBTk0UYjjf","2017","rsvp3dkcgmQ","LXuJtbiUk7o","ynuaDsLQ9eU","22",,
"JxBTk0UYjjf","2017","rsvp3dkcgmQ","R54ocOMuaZA","ynuaDsLQ9eU","4",,
"JxBTk0UYjjf","2017","rsvp3dkcgmQ","CuAKN91lKD6","ynuaDsLQ9eU","212",,
"JxBTk0UYjjf","2017","rsvp3dkcgmQ","MEQrzTnlr9a","ynuaDsLQ9eU","97",,
"JxBTk0UYjjf","2017","rsvp3dkcgmQ","VVHFpTkvtp2","ynuaDsLQ9eU","212",,
"JxBTk0UYjjf","2017","rsvp3dkcgmQ","FtKeuScH4zG","ynuaDsLQ9eU","97",,
"JxBTk0UYjjf","2017","rsvp3dkcgmQ","BXVSBShabAV","ynuaDsLQ9eU","212",,
"JxBTk0UYjjf","2017","rsvp3dkcgmQ","fKutkl1woOh","ynuaDsLQ9eU","97",,
"JxBTk0UYjjf","2017","rsvp3dkcgmQ","wzERTiClETp","ynuaDsLQ9eU","212",,
"JxBTk0UYjjf","2017","rsvp3dkcgmQ","VJLbRW6R553","ynuaDsLQ9eU","97",,
"JxBTk0UYjjf","2017","rsvp3dkcgmQ","GWDE9M05Fyf","ynuaDsLQ9eU","39",,
"JxBTk0UYjjf","2017","rsvp3dkcgmQ","yboc4U6mh3p","ynuaDsLQ9eU","33",,
"bhZUgdZZHMq","2017","ueSbUJtjGM9","Gm6B7Z9Tbxs","AvKGVOKhI0t","0",,
"bhZUgdZZHMq","2017","ueSbUJtjGM9","xP7pDf7Dsya","AvKGVOKhI0t","2",,
"JxBTk0UYjjf","2017","ueSbUJtjGM9","cYxMZbJKie1","AvKGVOKhI0t","1",,
"JxBTk0UYjjf","2017","ueSbUJtjGM9","KLEhX0pJjLD","AvKGVOKhI0t","0",,
"JxBTk0UYjjf","2017","ueSbUJtjGM9","p9ngKMI1HlP","AvKGVOKhI0t","3",,
"JxBTk0UYjjf","2017","ueSbUJtjGM9","ICQVBpakGjE","AvKGVOKhI0t","2",,
"JxBTk0UYjjf","2017","ueSbUJtjGM9","LXuJtbiUk7o","AvKGVOKhI0t","10",,
"JxBTk0UYjjf","2017","ueSbUJtjGM9","R54ocOMuaZA","AvKGVOKhI0t","2",,
"JxBTk0UYjjf","2017","ueSbUJtjGM9","CuAKN91lKD6","AvKGVOKhI0t","91",,
"JxBTk0UYjjf","2017","ueSbUJtjGM9","MEQrzTnlr9a","AvKGVOKhI0t","42",,
"JxBTk0UYjjf","2017","ueSbUJtjGM9","VVHFpTkvtp2","AvKGVOKhI0t","91",,
"JxBTk0UYjjf","2017","ueSbUJtjGM9","FtKeuScH4zG","AvKGVOKhI0t","42",,
"JxBTk0UYjjf","2017","ueSbUJtjGM9","BXVSBShabAV","AvKGVOKhI0t","91",,
