"dataelementUID","period","orgUnitUID","categoryOptionComboUID","ImplementingMechanismUID","dataValue",,
"JxBTk0UYjjf","2017","SuUvBXuwKzr","CuAKN91lKD6","KOoyurqK0Uf","123",,
"JxBTk0UYjjf","2017","SuUvBXuwKzr","MEQrzTnlr9a","KOoyurqK0Uf","32",,
"JxBTk0UYjjf","2017","SuUvBXuwKzr","VVHFpTkvtp2","KOoyurqK0Uf","123",,
"JxBTk0UYjjf","2017","SuUvBXuwKzr","FtKeuScH4zG","KOoyurqK0Uf","32",,
"JxBTk0UYjjf","2017","SuUvBXuwKzr","BXVSBShabAV","KOoyurqK0Uf","123",,
"JxBTk0UYjjf","2017","SuUvBXuwKzr","fKutkl1woOh","KOoyurqK0Uf","32",,
"JxBTk0UYjjf","2017","SuUvBXuwKzr","wzERTiClETp","KOoyurqK0Uf","123",,
"JxBTk0UYjjf","2017","SuUvBXuwKzr","VJLbRW6R553","KOoyurqK0Uf","32",,
"JxBTk0UYjjf","2017","SuUvBXuwKzr","GWDE9M05Fyf","KOoyurqK0Uf","63",,
"JxBTk0UYjjf","2017","SuUvBXuwKzr","yboc4U6mh3p","KOoyurqK0Uf","21",,
"bhZUgdZZHMq","2017","DwPhw6gtPgG","Gm6B7Z9Tbxs","NbvMUkJmS5N","4",,
"bhZUgdZZHMq","2017","DwPhw6gtPgG","xP7pDf7Dsya","NbvMUkJmS5N","16",,
"JxBTk0UYjjf","2017","DwPhw6gtPgG","cYxMZbJKie1","NbvMUkJmS5N","18",,
"JxBTk0UYjjf","2017","DwPhw6gtPgG","KLEhX0pJjLD","NbvMUkJmS5N","10",,
"JxBTk0UYjjf","2017","DwPhw6gtPgG","p9ngKMI1HlP","NbvMUkJmS5N","6",,
"JxBTk0UYjjf","2017","DwPhw6gtPgG","ICQVBpakGjE","NbvMUkJmS5N","5",,
"JxBTk0UYjjf","2017","DwPhw6gtPgG","LXuJtbiUk7o","NbvMUkJmS5N","8",,
"JxBTk0UYjjf","2017","DwPhw6gtPgG","R54ocOMuaZA","NbvMUkJmS5N","0",,
"JxBTk0UYjjf","2017","DwPhw6gtPgG","CuAKN91lKD6","NbvMUkJmS5N","226",,
"JxBTk0UYjjf","2017","DwPhw6gtPgG","MEQrzTnlr9a","NbvMUkJmS5N","45",,
"JxBTk0UYjjf","2017","DwPhw6gtPgG","VVHFpTkvtp2","NbvMUkJmS5N","226",,
"JxBTk0UYjjf","2017","DwPhw6gtPgG","FtKeuScH4zG","NbvMUkJmS5N","45",,
"JxBTk0UYjjf","2017","DwPhw6gtPgG","BXVSBShabAV","NbvMUkJmS5N","226",,
"JxBTk0UYjjf","2017","DwPhw6gtPgG","fKutkl1woOh","NbvMUkJmS5N","45",,
"JxBTk0UYjjf","2017","DwPhw6gtPgG","wzERTiClETp","NbvMUkJmS5N","226",,
"JxBTk0UYjjf","2017","DwPhw6gtPgG","VJLbRW6R553","NbvMUkJmS5N","45",,
"JxBTk0UYjjf","2017","DwPhw6gtPgG","GWDE9M05Fyf","NbvMUkJmS5N","125",,
"JxBTk0UYjjf","2017","DwPhw6gtPgG","yboc4U6mh3p","NbvMUkJmS5N","42",,
"bhZUgdZZHMq","2017","gKXNQonSJV4","Gm6B7Z9Tbxs","NbvMUkJmS5N","0",,
"bhZUgdZZHMq","2017","gKXNQonSJV4","xP7pDf7Dsya","NbvMUkJmS5N","8",,
"JxBTk0UYjjf","2017","gKXNQonSJV4","cYxMZbJKie1","NbvMUkJmS5N","2",,
"JxBTk0UYjjf","2017","gKXNQonSJV4","KLEhX0pJjLD","NbvMUkJmS5N","1",,
"JxBTk0UYjjf","2017","gKXNQonSJV4","p9ngKMI1HlP","NbvMUkJmS5N","5",,
"JxBTk0UYjjf","2017","gKXNQonSJV4","ICQVBpakGjE","NbvMUkJmS5N","5",,
"JxBTk0UYjjf","2017","gKXNQonSJV4","LXuJtbiUk7o","NbvMUkJmS5N","12",,
"JxBTk0UYjjf","2017","gKXNQonSJV4","R54ocOMuaZA","NbvMUkJmS5N","2",,
"JxBTk0UYjjf","2017","gKXNQonSJV4","CuAKN91lKD6","NbvMUkJmS5N","156",,
"JxBTk0UYjjf","2017","gKXNQonSJV4","MEQrzTnlr9a","NbvMUkJmS5N","53",,
"JxBTk0UYjjf","2017","gKXNQonSJV4","VVHFpTkvtp2","NbvMUkJmS5N","156",,
"JxBTk0UYjjf","2017","gKXNQonSJV4","FtKeuScH4zG","NbvMUkJmS5N","53",,
"JxBTk0UYjjf","2017","gKXNQonSJV4","BXVSBShabAV","NbvMUkJmS5N","156",,
"JxBTk0UYjjf","2017","gKXNQonSJV4","fKutkl1woOh","NbvMUkJmS5N","53",,
"JxBTk0UYjjf","2017","gKXNQonSJV4","wzERTiClETp","NbvMUkJmS5N","156",,
"JxBTk0UYjjf","2017","gKXNQonSJV4","VJLbRW6R553","NbvMUkJmS5N","53",,
"JxBTk0UYjjf","2017","gKXNQonSJV4","GWDE9M05Fyf","NbvMUkJmS5N","85",,
"JxBTk0UYjjf","2017","gKXNQonSJV4","yboc4U6mh3p","NbvMUkJmS5N","36",,
"bhZUgdZZHMq","2017","R9fTJQSUjAc","Gm6B7Z9Tbxs","IpcHlwXHAL4","2",,
"bhZUgdZZHMq","2017","R9fTJQSUjAc","xP7pDf7Dsya","IpcHlwXHAL4","48",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","cYxMZbJKie1","IpcHlwXHAL4","36",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","KLEhX0pJjLD","IpcHlwXHAL4","42",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","p9ngKMI1HlP","IpcHlwXHAL4","38",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","ICQVBpakGjE","IpcHlwXHAL4","32",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","LXuJtbiUk7o","IpcHlwXHAL4","71",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","R54ocOMuaZA","IpcHlwXHAL4","23",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","CuAKN91lKD6","IpcHlwXHAL4","1089",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","MEQrzTnlr9a","IpcHlwXHAL4","289",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","VVHFpTkvtp2","IpcHlwXHAL4","1089",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","FtKeuScH4zG","IpcHlwXHAL4","289",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","BXVSBShabAV","IpcHlwXHAL4","1089",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","fKutkl1woOh","IpcHlwXHAL4","289",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","wzERTiClETp","IpcHlwXHAL4","1089",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","VJLbRW6R553","IpcHlwXHAL4","289",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","GWDE9M05Fyf","IpcHlwXHAL4","434",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","yboc4U6mh3p","IpcHlwXHAL4","194",,
"bhZUgdZZHMq","2017","R9fTJQSUjAc","Gm6B7Z9Tbxs","AvKGVOKhI0t","0",,
"bhZUgdZZHMq","2017","R9fTJQSUjAc","xP7pDf7Dsya","AvKGVOKhI0t","7",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","cYxMZbJKie1","AvKGVOKhI0t","3",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","KLEhX0pJjLD","AvKGVOKhI0t","2",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","p9ngKMI1HlP","AvKGVOKhI0t","0",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","ICQVBpakGjE","AvKGVOKhI0t","0",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","LXuJtbiUk7o","AvKGVOKhI0t","16",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","R54ocOMuaZA","AvKGVOKhI0t","3",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","CuAKN91lKD6","AvKGVOKhI0t","42",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","MEQrzTnlr9a","AvKGVOKhI0t","2",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","VVHFpTkvtp2","AvKGVOKhI0t","42",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","FtKeuScH4zG","AvKGVOKhI0t","2",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","BXVSBShabAV","AvKGVOKhI0t","42",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","fKutkl1woOh","AvKGVOKhI0t","2",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","wzERTiClETp","AvKGVOKhI0t","42",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","VJLbRW6R553","AvKGVOKhI0t","2",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","GWDE9M05Fyf","AvKGVOKhI0t","12",,
"JxBTk0UYjjf","2017","R9fTJQSUjAc","yboc4U6mh3p","AvKGVOKhI0t","8",,
"bhZUgdZZHMq","2017","oGlCWuv7jU7","Gm6B7Z9Tbxs","IpcHlwXHAL4","0",,
"bhZUgdZZHMq","2017","oGlCWuv7jU7","xP7pDf7Dsya","IpcHlwXHAL4","3",,
"JxBTk0UYjjf","2017","oGlCWuv7jU7","cYxMZbJKie1","IpcHlwXHAL4","0",,
"JxBTk0UYjjf","2017","oGlCWuv7jU7","KLEhX0pJjLD","IpcHlwXHAL4","1",,
"JxBTk0UYjjf","2017","oGlCWuv7jU7","p9ngKMI1HlP","IpcHlwXHAL4","0",,
"JxBTk0UYjjf","2017","oGlCWuv7jU7","ICQVBpakGjE","IpcHlwXHAL4","2",,
"JxBTk0UYjjf","2017","oGlCWuv7jU7","LXuJtbiUk7o","IpcHlwXHAL4","0",,
"JxBTk0UYjjf","2017","oGlCWuv7jU7","R54ocOMuaZA","IpcHlwXHAL4","0",,
"JxBTk0UYjjf","2017","oGlCWuv7jU7","CuAKN91lKD6","IpcHlwXHAL4","29",,
"JxBTk0UYjjf","2017","oGlCWuv7jU7","MEQrzTnlr9a","IpcHlwXHAL4","3",,
"JxBTk0UYjjf","2017","oGlCWuv7jU7","VVHFpTkvtp2","IpcHlwXHAL4","29",,
"JxBTk0UYjjf","2017","oGlCWuv7jU7","FtKeuScH4zG","IpcHlwXHAL4","3",,
"JxBTk0UYjjf","2017","oGlCWuv7jU7","BXVSBShabAV","IpcHlwXHAL4","29",,
"JxBTk0UYjjf","2017","oGlCWuv7jU7","fKutkl1woOh","IpcHlwXHAL4","3",,
"JxBTk0UYjjf","2017","oGlCWuv7jU7","wzERTiClETp","IpcHlwXHAL4","29",,
"JxBTk0UYjjf","2017","oGlCWuv7jU7","VJLbRW6R553","IpcHlwXHAL4","3",,
"JxBTk0UYjjf","2017","oGlCWuv7jU7","GWDE9M05Fyf","IpcHlwXHAL4","9",,
"JxBTk0UYjjf","2017","oGlCWuv7jU7","yboc4U6mh3p","IpcHlwXHAL4","7",,
"bhZUgdZZHMq","2017","sk9ycClAxDu","Gm6B7Z9Tbxs","eUUdRwHy4bs","0",,
"bhZUgdZZHMq","2017","sk9ycClAxDu","xP7pDf7Dsya","eUUdRwHy4bs","21",,
"JxBTk0UYjjf","2017","sk9ycClAxDu","cYxMZbJKie1","eUUdRwHy4bs","9",,
"JxBTk0UYjjf","2017","sk9ycClAxDu","KLEhX0pJjLD","eUUdRwHy4bs","5",,
"JxBTk0UYjjf","2017","sk9ycClAxDu","p9ngKMI1HlP","eUUdRwHy4bs","8",,
"JxBTk0UYjjf","2017","sk9ycClAxDu","ICQVBpakGjE","eUUdRwHy4bs","3",,
"JxBTk0UYjjf","2017","sk9ycClAxDu","LXuJtbiUk7o","eUUdRwHy4bs","2",,
"JxBTk0UYjjf","2017","sk9ycClAxDu","R54ocOMuaZA","eUUdRwHy4bs","0",,
"JxBTk0UYjjf","2017","sk9ycClAxDu","CuAKN91lKD6","eUUdRwHy4bs","143",,
"JxBTk0UYjjf","2017","sk9ycClAxDu","MEQrzTnlr9a","eUUdRwHy4bs","37",,
"JxBTk0UYjjf","2017","sk9ycClAxDu","VVHFpTkvtp2","eUUdRwHy4bs","143",,
"JxBTk0UYjjf","2017","sk9ycClAxDu","FtKeuScH4zG","eUUdRwHy4bs","37",,
"JxBTk0UYjjf","2017","sk9ycClAxDu","BXVSBShabAV","eUUdRwHy4bs","143",,
"JxBTk0UYjjf","2017","sk9ycClAxDu","fKutkl1woOh","eUUdRwHy4bs","37",,
"JxBTk0UYjjf","2017","sk9ycClAxDu","wzERTiClETp","eUUdRwHy4bs","143",,
"JxBTk0UYjjf","2017","sk9ycClAxDu","VJLbRW6R553","eUUdRwHy4bs","37",,
"JxBTk0UYjjf","2017","sk9ycClAxDu","GWDE9M05Fyf","eUUdRwHy4bs","33",,
"JxBTk0UYjjf","2017","sk9ycClAxDu","yboc4U6mh3p","eUUdRwHy4bs","12",,
"bhZUgdZZHMq","2017","O5xsvwvsy27","Gm6B7Z9Tbxs","YHx6ZCdJgEN","0",,
"bhZUgdZZHMq","2017","O5xsvwvsy27","xP7pDf7Dsya","YHx6ZCdJgEN","0",,
"JxBTk0UYjjf","2017","O5xsvwvsy27","cYxMZbJKie1","YHx6ZCdJgEN","0",,
"JxBTk0UYjjf","2017","O5xsvwvsy27","KLEhX0pJjLD","YHx6ZCdJgEN","0",,
"JxBTk0UYjjf","2017","O5xsvwvsy27","p9ngKMI1HlP","YHx6ZCdJgEN","0",,
"JxBTk0UYjjf","2017","O5xsvwvsy27","ICQVBpakGjE","YHx6ZCdJgEN","0",,
"JxBTk0UYjjf","2017","O5xsvwvsy27","LXuJtbiUk7o","YHx6ZCdJgEN","0",,
"JxBTk0UYjjf","2017","O5xsvwvsy27","R54ocOMuaZA","YHx6ZCdJgEN","0",,
"JxBTk0UYjjf","2017","O5xsvwvsy27","CuAKN91lKD6","YHx6ZCdJgEN","1",,
"JxBTk0UYjjf","2017","O5xsvwvsy27","MEQrzTnlr9a","YHx6ZCdJgEN","0",,
"JxBTk0UYjjf","2017","O5xsvwvsy27","VVHFpTkvtp2","YHx6ZCdJgEN","1",,
"JxBTk0UYjjf","2017","O5xsvwvsy27","FtKeuScH4zG","YHx6ZCdJgEN","0",,
"JxBTk0UYjjf","2017","O5xsvwvsy27","BXVSBShabAV","YHx6ZCdJgEN","1",,
"JxBTk0UYjjf","2017","O5xsvwvsy27","fKutkl1woOh","YHx6ZCdJgEN","0",,
"JxBTk0UYjjf","2017","O5xsvwvsy27","wzERTiClETp","YHx6ZCdJgEN","1",,
"bhZUgdZZHMq","2017","Hk4RzoagEQy","Gm6B7Z9Tbxs","NbvMUkJmS5N","0",,
"bhZUgdZZHMq","2017","Hk4RzoagEQy","xP7pDf7Dsya","NbvMUkJmS5N","30",,
"JxBTk0UYjjf","2017","Hk4RzoagEQy","cYxMZbJKie1","NbvMUkJmS5N","14",,
"JxBTk0UYjjf","2017","Hk4RzoagEQy","KLEhX0pJjLD","NbvMUkJmS5N","17",,
"JxBTk0UYjjf","2017","Hk4RzoagEQy","p9ngKMI1HlP","NbvMUkJmS5N","8",,
"JxBTk0UYjjf","2017","Hk4RzoagEQy","ICQVBpakGjE","NbvMUkJmS5N","12",,
"JxBTk0UYjjf","2017","Hk4RzoagEQy","LXuJtbiUk7o","NbvMUkJmS5N","11",,
"JxBTk0UYjjf","2017","Hk4RzoagEQy","R54ocOMuaZA","NbvMUkJmS5N","5",,
"JxBTk0UYjjf","2017","Hk4RzoagEQy","CuAKN91lKD6","NbvMUkJmS5N","304",,
"JxBTk0UYjjf","2017","Hk4RzoagEQy","MEQrzTnlr9a","NbvMUkJmS5N","62",,
"JxBTk0UYjjf","2017","Hk4RzoagEQy","VVHFpTkvtp2","NbvMUkJmS5N","304",,
"JxBTk0UYjjf","2017","Hk4RzoagEQy","FtKeuScH4zG","NbvMUkJmS5N","62",,
"JxBTk0UYjjf","2017","Hk4RzoagEQy","BXVSBShabAV","NbvMUkJmS5N","304",,
"JxBTk0UYjjf","2017","Hk4RzoagEQy","fKutkl1woOh","NbvMUkJmS5N","62",,
"JxBTk0UYjjf","2017","Hk4RzoagEQy","wzERTiClETp","NbvMUkJmS5N","304",,
"JxBTk0UYjjf","2017","Hk4RzoagEQy","VJLbRW6R553","NbvMUkJmS5N","62",,
"JxBTk0UYjjf","2017","Hk4RzoagEQy","GWDE9M05Fyf","NbvMUkJmS5N","109",,
"JxBTk0UYjjf","2017","Hk4RzoagEQy","yboc4U6mh3p","NbvMUkJmS5N","42",,
"bhZUgdZZHMq","2017","j4p5DgjNa7v","Gm6B7Z9Tbxs","AvKGVOKhI0t","0",,
"bhZUgdZZHMq","2017","j4p5DgjNa7v","xP7pDf7Dsya","AvKGVOKhI0t","5",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","cYxMZbJKie1","AvKGVOKhI0t","1",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","KLEhX0pJjLD","AvKGVOKhI0t","1",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","p9ngKMI1HlP","AvKGVOKhI0t","0",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","ICQVBpakGjE","AvKGVOKhI0t","2",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","LXuJtbiUk7o","AvKGVOKhI0t","2",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","R54ocOMuaZA","AvKGVOKhI0t","0",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","CuAKN91lKD6","AvKGVOKhI0t","41",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","MEQrzTnlr9a","AvKGVOKhI0t","6",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","VVHFpTkvtp2","AvKGVOKhI0t","41",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","FtKeuScH4zG","AvKGVOKhI0t","6",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","BXVSBShabAV","AvKGVOKhI0t","41",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","fKutkl1woOh","AvKGVOKhI0t","6",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","wzERTiClETp","AvKGVOKhI0t","41",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","VJLbRW6R553","AvKGVOKhI0t","6",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","GWDE9M05Fyf","AvKGVOKhI0t","20",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","yboc4U6mh3p","AvKGVOKhI0t","5",,
"bhZUgdZZHMq","2017","j4p5DgjNa7v","Gm6B7Z9Tbxs","AvKGVOKhI0t","0",,
"bhZUgdZZHMq","2017","j4p5DgjNa7v","xP7pDf7Dsya","AvKGVOKhI0t","17",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","cYxMZbJKie1","AvKGVOKhI0t","7",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","KLEhX0pJjLD","AvKGVOKhI0t","8",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","p9ngKMI1HlP","AvKGVOKhI0t","2",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","ICQVBpakGjE","AvKGVOKhI0t","11",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","LXuJtbiUk7o","AvKGVOKhI0t","12",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","R54ocOMuaZA","AvKGVOKhI0t","2",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","CuAKN91lKD6","AvKGVOKhI0t","147",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","MEQrzTnlr9a","AvKGVOKhI0t","38",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","VVHFpTkvtp2","AvKGVOKhI0t","147",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","FtKeuScH4zG","AvKGVOKhI0t","38",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","BXVSBShabAV","AvKGVOKhI0t","147",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","fKutkl1woOh","AvKGVOKhI0t","38",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","wzERTiClETp","AvKGVOKhI0t","147",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","VJLbRW6R553","AvKGVOKhI0t","38",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","GWDE9M05Fyf","AvKGVOKhI0t","71",,
"JxBTk0UYjjf","2017","j4p5DgjNa7v","yboc4U6mh3p","AvKGVOKhI0t","24",,
"bhZUgdZZHMq","2017","EddKiEXCXSD","Gm6B7Z9Tbxs","ynuaDsLQ9eU","1",,
"bhZUgdZZHMq","2017","EddKiEXCXSD","xP7pDf7Dsya","ynuaDsLQ9eU","0",,
"JxBTk0UYjjf","2017","EddKiEXCXSD","cYxMZbJKie1","ynuaDsLQ9eU","1",,
"JxBTk0UYjjf","2017","EddKiEXCXSD","KLEhX0pJjLD","ynuaDsLQ9eU","1",,
"JxBTk0UYjjf","2017","EddKiEXCXSD","p9ngKMI1HlP","ynuaDsLQ9eU","2",,
"JxBTk0UYjjf","2017","EddKiEXCXSD","ICQVBpakGjE","ynuaDsLQ9eU","0",,
"JxBTk0UYjjf","2017","EddKiEXCXSD","LXuJtbiUk7o","ynuaDsLQ9eU","11",,
"JxBTk0UYjjf","2017","EddKiEXCXSD","R54ocOMuaZA","ynuaDsLQ9eU","5",,
"JxBTk0UYjjf","2017","EddKiEXCXSD","CuAKN91lKD6","ynuaDsLQ9eU","10",,
"JxBTk0UYjjf","2017","EddKiEXCXSD","MEQrzTnlr9a","ynuaDsLQ9eU","3",,
"JxBTk0UYjjf","2017","EddKiEXCXSD","VVHFpTkvtp2","ynuaDsLQ9eU","10",,
"JxBTk0UYjjf","2017","EddKiEXCXSD","FtKeuScH4zG","ynuaDsLQ9eU","3",,
"JxBTk0UYjjf","2017","EddKiEXCXSD","BXVSBShabAV","ynuaDsLQ9eU","10",,
"JxBTk0UYjjf","2017","EddKiEXCXSD","fKutkl1woOh","ynuaDsLQ9eU","3",,
"JxBTk0UYjjf","2017","EddKiEXCXSD","wzERTiClETp","ynuaDsLQ9eU","10",,
"JxBTk0UYjjf","2017","EddKiEXCXSD","VJLbRW6R553","ynuaDsLQ9eU","3",,
"JxBTk0UYjjf","2017","EddKiEXCXSD","GWDE9M05Fyf","ynuaDsLQ9eU","0",,
"JxBTk0UYjjf","2017","EddKiEXCXSD","yboc4U6mh3p","ynuaDsLQ9eU","0",,
"bhZUgdZZHMq","2017","JG1f7hbqPHj","Gm6B7Z9Tbxs","NbvMUkJmS5N","0",,
"bhZUgdZZHMq","2017","JG1f7hbqPHj","xP7pDf7Dsya","NbvMUkJmS5N","4",,
"JxBTk0UYjjf","2017","JG1f7hbqPHj","cYxMZbJKie1","NbvMUkJmS5N","10",,
"JxBTk0UYjjf","2017","JG1f7hbqPHj","KLEhX0pJjLD","NbvMUkJmS5N","5",,
"JxBTk0UYjjf","2017","JG1f7hbqPHj","p9ngKMI1HlP","NbvMUkJmS5N","0",,
"JxBTk0UYjjf","2017","JG1f7hbqPHj","ICQVBpakGjE","NbvMUkJmS5N","2",,
"JxBTk0UYjjf","2017","JG1f7hbqPHj","LXuJtbiUk7o","NbvMUkJmS5N","2",,
"JxBTk0UYjjf","2017","JG1f7hbqPHj","R54ocOMuaZA","NbvMUkJmS5N","2",,
"JxBTk0UYjjf","2017","JG1f7hbqPHj","CuAKN91lKD6","NbvMUkJmS5N","114",,
"JxBTk0UYjjf","2017","JG1f7hbqPHj","MEQrzTnlr9a","NbvMUkJmS5N","15",,
"JxBTk0UYjjf","2017","JG1f7hbqPHj","VVHFpTkvtp2","NbvMUkJmS5N","114",,
"JxBTk0UYjjf","2017","JG1f7hbqPHj","FtKeuScH4zG","NbvMUkJmS5N","15",,
"JxBTk0UYjjf","2017","JG1f7hbqPHj","BXVSBShabAV","NbvMUkJmS5N","114",,
"JxBTk0UYjjf","2017","JG1f7hbqPHj","fKutkl1woOh","NbvMUkJmS5N","15",,
"JxBTk0UYjjf","2017","JG1f7hbqPHj","wzERTiClETp","NbvMUkJmS5N","114",,
"JxBTk0UYjjf","2017","JG1f7hbqPHj","VJLbRW6R553","NbvMUkJmS5N","15",,
"JxBTk0UYjjf","2017","JG1f7hbqPHj","GWDE9M05Fyf","NbvMUkJmS5N","23",,
"JxBTk0UYjjf","2017","JG1f7hbqPHj","yboc4U6mh3p","NbvMUkJmS5N","3",,
"bhZUgdZZHMq","2017","Jjb1kjRRNMD","Gm6B7Z9Tbxs","ynuaDsLQ9eU","0",,
"bhZUgdZZHMq","2017","Jjb1kjRRNMD","xP7pDf7Dsya","ynuaDsLQ9eU","3",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","cYxMZbJKie1","ynuaDsLQ9eU","1",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","KLEhX0pJjLD","ynuaDsLQ9eU","8",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","p9ngKMI1HlP","ynuaDsLQ9eU","2",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","ICQVBpakGjE","ynuaDsLQ9eU","3",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","LXuJtbiUk7o","ynuaDsLQ9eU","2",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","R54ocOMuaZA","ynuaDsLQ9eU","0",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","CuAKN91lKD6","ynuaDsLQ9eU","53",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","MEQrzTnlr9a","ynuaDsLQ9eU","14",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","VVHFpTkvtp2","ynuaDsLQ9eU","53",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","FtKeuScH4zG","ynuaDsLQ9eU","14",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","BXVSBShabAV","ynuaDsLQ9eU","53",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","fKutkl1woOh","ynuaDsLQ9eU","14",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","wzERTiClETp","ynuaDsLQ9eU","53",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","VJLbRW6R553","ynuaDsLQ9eU","14",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","GWDE9M05Fyf","ynuaDsLQ9eU","30",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","yboc4U6mh3p","ynuaDsLQ9eU","8",,
"bhZUgdZZHMq","2017","Jjb1kjRRNMD","Gm6B7Z9Tbxs","NbvMUkJmS5N","0",,
"bhZUgdZZHMq","2017","Jjb1kjRRNMD","xP7pDf7Dsya","NbvMUkJmS5N","1",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","cYxMZbJKie1","NbvMUkJmS5N","1",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","KLEhX0pJjLD","NbvMUkJmS5N","0",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","p9ngKMI1HlP","NbvMUkJmS5N","0",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","ICQVBpakGjE","NbvMUkJmS5N","0",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","LXuJtbiUk7o","NbvMUkJmS5N","3",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","R54ocOMuaZA","NbvMUkJmS5N","0",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","CuAKN91lKD6","NbvMUkJmS5N","9",,
"JxBTk0UYjjf","2017","Jjb1kjRRNMD","MEQrzTnlr9a","NbvMUkJmS5N","0",,
